Observatoire des territoires - ANCT,...2,...3,...4
Taux de participation aux élections législatives (Commune (2022)),,,
,,,
,,,Législatives - Taux d'abstention au 1er tour
codgeo,libgeo,an,tx_abst_elec_leg
01448,Villes,2017,53.6
01448,Villes,2022,51.9
01449,Villette-sur-Ain,2017,48
01449,Villette-sur-Ain,2022,49.1
01450,Villieu-Loyes-Mollon,2017,52
01450,Villieu-Loyes-Mollon,2022,50.4
01451,Viriat,2017,50
01451,Viriat,2022,51.4
01452,Virieu-le-Grand,2017,46.8
01452,Virieu-le-Grand,2022,51.3
01453,Arvière-en-Valromey,2017,44.3
01453,Arvière-en-Valromey,2022,42.8
01454,Virignin,2017,54.6
01454,Virignin,2022,55.6
01456,Vongnes,2017,30.1
01456,Vongnes,2022,46.4
01457,Vonnas,2017,49.3
01457,Vonnas,2022,55.9
02001,Abbécourt,2017,59.5
02001,Abbécourt,2022,57.5
02002,Achery,2017,47.5
02002,Achery,2022,56.1
02003,Acy,2017,51.3
02003,Acy,2022,54.4
02004,Agnicourt-et-Séchelles,2017,44.8
02004,Agnicourt-et-Séchelles,2022,51.7
02005,Aguilcourt,2017,44
02005,Aguilcourt,2022,44.8
02006,Aisonville-et-Bernoville,2017,44.7
02006,Aisonville-et-Bernoville,2022,43.3
02007,Aizelles,2017,38.6
02007,Aizelles,2022,48
02008,Aizy-Jouy,2017,40
02008,Aizy-Jouy,2022,49.3
02009,Alaincourt,2017,52.9
02009,Alaincourt,2022,54.6
02010,Allemant,2017,41.9
02010,Allemant,2022,37
02011,Ambleny,2017,54.8
02011,Ambleny,2022,58.6
02012,Ambrief,2017,41
02012,Ambrief,2022,45.5
02013,Amifontaine,2017,51.3
02013,Amifontaine,2022,51.8
02014,Amigny-Rouy,2017,53.6
02014,Amigny-Rouy,2022,50.7
02015,Ancienville,2017,40.9
02015,Ancienville,2022,35.8
02016,Andelain,2017,50.3
02016,Andelain,2022,53
02017,Anguilcourt-le-Sart,2017,45.9
02017,Anguilcourt-le-Sart,2022,51.9
02018,Anizy-le-Grand,2017,54.6
02018,Anizy-le-Grand,2022,55.5
02019,Annois,2017,54.3
02019,Annois,2022,57.8
02020,Any-Martin-Rieux,2017,52.5
02020,Any-Martin-Rieux,2022,58.3
02021,Archon,2017,43.2
02021,Archon,2022,47.9
02022,Arcy-Sainte-Restitue,2017,50.5
02022,Arcy-Sainte-Restitue,2022,47.3
02023,Armentières-sur-Ourcq,2017,32.6
02023,Armentières-sur-Ourcq,2022,35.1
02024,Arrancy,2017,24.4
02024,Arrancy,2022,35.9
02025,Artemps,2017,47.1
02025,Artemps,2022,45.6
02027,Assis-sur-Serre,2017,49
02027,Assis-sur-Serre,2022,44.1
02028,Athies-sous-Laon,2017,49.5
02028,Athies-sous-Laon,2022,50.8
02029,Attilly,2017,51.9
02029,Attilly,2022,54.1
02030,Aubencheul-aux-Bois,2017,54
02030,Aubencheul-aux-Bois,2022,52.6
02031,Aubenton,2017,53.8
02031,Aubenton,2022,54.9
02032,Aubigny-aux-Kaisnes,2017,50.8
02032,Aubigny-aux-Kaisnes,2022,55.4
02033,Aubigny-en-Laonnois,2017,42.7
02033,Aubigny-en-Laonnois,2022,58.4
02034,Audignicourt,2017,48.9
02034,Audignicourt,2022,46.1
02035,Audigny,2017,44.7
02035,Audigny,2022,42.5
02036,Augy,2017,38.7
02036,Augy,2022,36.7
02037,Aulnois-sous-Laon,2017,44.5
02037,Aulnois-sous-Laon,2022,51.6
02038,Les Autels,2017,38.7
02038,Les Autels,2022,50.8
02039,Autremencourt,2017,41
02039,Autremencourt,2022,38.7
02040,Autreppes,2017,53.1
02040,Autreppes,2022,58
02041,Autreville,2017,53.9
02041,Autreville,2022,56.4
02042,Azy-sur-Marne,2017,49.1
02042,Azy-sur-Marne,2022,47.3
02043,Bagneux,2017,43.2
02043,Bagneux,2022,56
02044,Bancigny,2017,46.2
02044,Bancigny,2022,35.7
02046,Barenton-Bugny,2017,44.1
02046,Barenton-Bugny,2022,42.3
02047,Barenton-Cel,2017,50
02047,Barenton-Cel,2022,50.9
02048,Barenton-sur-Serre,2017,32.2
02048,Barenton-sur-Serre,2022,40.7
02049,Barisis-aux-Bois,2017,45.1
02049,Barisis-aux-Bois,2022,45.5
02050,Barzy-en-Thiérache,2017,49.2
02050,Barzy-en-Thiérache,2022,59.3
02051,Barzy-sur-Marne,2017,52.4
02051,Barzy-sur-Marne,2022,52.4
02052,Bassoles-Aulers,2017,52.7
02052,Bassoles-Aulers,2022,53
02053,Vallées en Champagne,2017,39.8
02053,Vallées en Champagne,2022,44.2
02054,Bazoches-et-Saint-Thibaut,2017,53.2
02054,Bazoches-et-Saint-Thibaut,2022,53
02055,Beaumé,2017,53.2
02055,Beaumé,2022,47.6
02056,Beaumont-en-Beine,2017,56.1
02056,Beaumont-en-Beine,2022,54.8
02057,Beaurevoir,2017,58
02057,Beaurevoir,2022,58.6
02058,Beaurieux,2017,46.5
02058,Beaurieux,2022,53.2
02059,Beautor,2017,63.1
02059,Beautor,2022,61.3
02060,Beauvois-en-Vermandois,2017,46.9
02060,Beauvois-en-Vermandois,2022,47.6
02061,Becquigny,2017,56.6
02061,Becquigny,2022,56.9
02062,Belleau,2017,40.9
02062,Belleau,2022,47.2
02063,Bellenglise,2017,59.9
02063,Bellenglise,2022,52.4
02064,Belleu,2017,56
02064,Belleu,2022,57.6
02065,Bellicourt,2017,63.3
02065,Bellicourt,2022,57
02066,Benay,2017,50.3
02066,Benay,2022,51.2
02067,Bergues-sur-Sambre,2017,40.7
02067,Bergues-sur-Sambre,2022,44.8
02068,Berlancourt,2017,20.3
02068,Berlancourt,2022,30.4
02069,Berlise,2017,52.2
02069,Berlise,2022,46.7
02070,Bernot,2017,46.8
02070,Bernot,2022,50.7
02071,Berny-Rivière,2017,45.5
02071,Berny-Rivière,2022,47
02072,Berrieux,2017,37.6
02072,Berrieux,2022,41
02073,Berry-au-Bac,2017,47.4
02073,Berry-au-Bac,2022,56.1
02074,Bertaucourt-Epourdon,2017,53.4
02074,Bertaucourt-Epourdon,2022,51.9
02075,Berthenicourt,2017,38.4
02075,Berthenicourt,2022,26.3
02076,Bertricourt,2017,36.7
02076,Bertricourt,2022,41.5
02077,Berzy-le-Sec,2017,57.2
02077,Berzy-le-Sec,2022,53
02078,Besmé,2017,52.4
02078,Besmé,2022,53.5
02079,Besmont,2017,38.7
02079,Besmont,2022,35.9
02080,Besny-et-Loizy,2017,40
02080,Besny-et-Loizy,2022,43.8
02081,Béthancourt-en-Vaux,2017,48.4
02081,Béthancourt-en-Vaux,2022,50.4
02082,Beugneux,2017,39.8
02082,Beugneux,2022,46.7
02083,Beuvardes,2017,51.6
02083,Beuvardes,2022,55.1
02084,Bézu-le-Guéry,2017,40.1
02084,Bézu-le-Guéry,2022,36.9
02085,Bézu-Saint-Germain,2017,57.8
02085,Bézu-Saint-Germain,2022,56.1
02086,Bichancourt,2017,56
02086,Bichancourt,2022,54.2
02087,Bieuxy,2017,17.4
02087,Bieuxy,2022,19
02088,Bièvres,2017,28.6
02088,Bièvres,2022,28.6
02089,Billy-sur-Aisne,2017,50.4
02089,Billy-sur-Aisne,2022,49.1
02090,Billy-sur-Ourcq,2017,38.9
02090,Billy-sur-Ourcq,2022,54.5
02091,Blanzy-lès-Fismes,2017,42.3
02091,Blanzy-lès-Fismes,2022,40
02093,Blérancourt,2017,53
02093,Blérancourt,2022,58.2
02094,Blesmes,2017,42.8
02094,Blesmes,2022,44.9
02095,Bohain-en-Vermandois,2017,51.2
02095,Bohain-en-Vermandois,2022,56.9
02096,Bois-lès-Pargny,2017,53.8
02096,Bois-lès-Pargny,2022,46.4
02097,Boncourt,2017,51.3
02097,Boncourt,2022,51.3
02098,Bonneil,2017,46.3
02098,Bonneil,2022,44.8
02099,Bonnesvalyn,2017,53.4
02099,Bonnesvalyn,2022,36.9
02100,Bony,2017,58.1
02100,Bony,2022,50.9
02101,Bosmont-sur-Serre,2017,50
02101,Bosmont-sur-Serre,2022,44.3
02102,Bouconville-Vauclair,2017,42.1
02102,Bouconville-Vauclair,2022,36.3
02103,Boué,2017,56.1
02103,Boué,2022,54.9
02104,Bouffignereux,2017,25.9
02104,Bouffignereux,2022,34.8
02105,Bouresches,2017,44.2
02105,Bouresches,2022,63.1
02106,Bourg-et-Comin,2017,54.8
02106,Bourg-et-Comin,2022,54.2
02107,Bourguignon-sous-Coucy,2017,46.4
02107,Bourguignon-sous-Coucy,2022,54.8
02108,Bourguignon-sous-Montbavin,2017,35
02108,Bourguignon-sous-Montbavin,2022,35.6
02109,La Bouteille,2017,50
02109,La Bouteille,2022,49.3
02110,Braine,2017,54.9
02110,Braine,2022,56.7
02111,Brancourt-en-Laonnois,2017,44.2
02111,Brancourt-en-Laonnois,2022,50.9
02112,Brancourt-le-Grand,2017,49.8
02112,Brancourt-le-Grand,2022,56.6
02114,Brasles,2017,39.7
02114,Brasles,2022,48.2
02115,Braye-en-Laonnois,2017,42.8
02115,Braye-en-Laonnois,2022,50
02116,Braye-en-Thiérache,2017,49.6
02116,Braye-en-Thiérache,2022,55.4
02117,Bray-Saint-Christophe,2017,58.7
02117,Bray-Saint-Christophe,2022,40.9
02118,Braye,2017,49.5
02118,Braye,2022,50
02119,Brécy,2017,46.7
02119,Brécy,2022,55.3
02120,Brenelle,2017,48.4
02120,Brenelle,2022,50.7
02121,Breny,2017,43.8
02121,Breny,2022,49.1
02122,Brie,2017,37
02122,Brie,2022,35.6
02123,Brissay-Choigny,2017,41.6
02123,Brissay-Choigny,2022,41.9
02124,Brissy-Hamégicourt,2017,51.7
02124,Brissy-Hamégicourt,2022,47.9
02125,Brumetz,2017,49.7
02125,Brumetz,2022,46.7
02126,Brunehamel,2017,61.9
02126,Brunehamel,2022,57.4
02127,Bruyères-sur-Fère,2017,41.9
02127,Bruyères-sur-Fère,2022,54.7
02128,Bruyères-et-Montbérault,2017,42.9
02128,Bruyères-et-Montbérault,2022,45.9
02129,Bruys,2017,8.3
02129,Bruys,2022,7.4
02130,Bucilly,2017,46.2
02130,Bucilly,2022,36.7
02131,Bucy-le-Long,2017,51.3
02131,Bucy-le-Long,2022,55.4
02132,Bucy-lès-Cerny,2017,36.8
02132,Bucy-lès-Cerny,2022,37.8
02133,Bucy-lès-Pierrepont,2017,54
02133,Bucy-lès-Pierrepont,2022,53.8
02134,Buire,2017,52.3
02134,Buire,2022,55.1
02135,Buironfosse,2017,55.9
02135,Buironfosse,2022,58.5
02136,Burelles,2017,59.5
02136,Burelles,2022,50.8
02137,Bussiares,2017,56
02137,Bussiares,2022,50.5
02138,Buzancy,2017,46.7
02138,Buzancy,2022,37.3
02139,Caillouël-Crépigny,2017,53.3
02139,Caillouël-Crépigny,2022,56.2
02140,Camelin,2017,52.6
02140,Camelin,2022,52.5
02141,La Capelle,2017,58.3
02141,La Capelle,2022,53.9
02142,Castres,2017,49.2
02142,Castres,2022,52.2
02143,Le Catelet,2017,38.9
02143,Le Catelet,2022,48.5
02144,Caulaincourt,2017,42.3
02144,Caulaincourt,2022,46.9
02145,Caumont,2017,46.6
02145,Caumont,2022,49.6
02146,Celles-lès-Condé,2017,43.1
02146,Celles-lès-Condé,2022,35.4
02148,Celles-sur-Aisne,2017,46.2
02148,Celles-sur-Aisne,2022,40.8
02149,Cerizy,2017,31.4
02149,Cerizy,2022,27.5
02150,Cerny-en-Laonnois,2017,49.2
02150,Cerny-en-Laonnois,2022,48
02151,Cerny-lès-Bucy,2017,28.7
02151,Cerny-lès-Bucy,2022,42.9
02152,Cerseuil,2017,41.3
02152,Cerseuil,2022,44.3
02153,Cessières-Suzy,2017,42
02153,Cessières-Suzy,2022,43.7
02154,Chacrise,2017,38.7
02154,Chacrise,2022,45.2
02155,Chaillevois,2017,42.2
02155,Chaillevois,2022,30.1
02156,Chalandry,2017,48
02156,Chalandry,2022,46.5
02157,Chambry,2017,35.9
02157,Chambry,2022,40
02158,Chamouille,2017,52
02158,Chamouille,2022,51.5
02159,Champs,2017,47.7
02159,Champs,2022,58.6
02160,Chaourse,2017,53.1
02160,Chaourse,2022,59.3
02162,La Chapelle-sur-Chézy,2017,45.1
02162,La Chapelle-sur-Chézy,2022,50.3
02163,Charly-sur-Marne,2017,50.2
02163,Charly-sur-Marne,2022,56.1
02164,Le Charmel,2017,45.1
02164,Le Charmel,2022,51.7
02165,Charmes,2017,55.4
02165,Charmes,2022,53.7
02166,Chartèves,2017,48.8
02166,Chartèves,2022,47.3
02167,Chassemy,2017,55.2
02167,Chassemy,2022,55.7
02168,Château-Thierry,2017,55.1
02168,Château-Thierry,2022,58
02169,Châtillon-lès-Sons,2017,52.6
02169,Châtillon-lès-Sons,2022,48.5
02170,Châtillon-sur-Oise,2017,35.4
02170,Châtillon-sur-Oise,2022,37.8
02171,Chaudardes,2017,44.7
02171,Chaudardes,2022,54.7
02172,Chaudun,2017,50.6
02172,Chaudun,2022,50.3
02173,Chauny,2017,59.2
02173,Chauny,2022,59.2
02174,Chavignon,2017,57.5
02174,Chavignon,2022,55.7
02175,Chavigny,2017,40.3
02175,Chavigny,2022,41.1
02176,Chavonne,2017,51.9
02176,Chavonne,2022,53.3
02177,Chérêt,2017,40
02177,Chérêt,2022,40.5
02178,Chermizy-Ailles,2017,38.1
02178,Chermizy-Ailles,2022,40.2
02179,Chéry-Chartreuve,2017,47
02179,Chéry-Chartreuve,2022,53.2
02180,Chéry-lès-Pouilly,2017,49.5
02180,Chéry-lès-Pouilly,2022,51
02181,Chéry-lès-Rozoy,2017,56
02181,Chéry-lès-Rozoy,2022,58.9
02182,Chevennes,2017,46.8
02182,Chevennes,2022,49.6
02183,Chevregny,2017,45.7
02183,Chevregny,2022,52.4
02184,Chevresis-Monceau,2017,54.1
02184,Chevresis-Monceau,2022,51.8
02185,Chézy-en-Orxois,2017,48.5
02185,Chézy-en-Orxois,2022,47.5
02186,Chézy-sur-Marne,2017,47.8
02186,Chézy-sur-Marne,2022,50.7
02187,Chierry,2017,49.3
02187,Chierry,2022,48.7
02188,Chigny,2017,48.1
02188,Chigny,2022,53.7
02189,Chivres-en-Laonnois,2017,50.2
02189,Chivres-en-Laonnois,2022,51.9
02190,Chivres-Val,2017,50.9
02190,Chivres-Val,2022,51.4
02191,Chivy-lès-Étouvelles,2017,40.5
02191,Chivy-lès-Étouvelles,2022,42.3
02192,Chouy,2017,48.2
02192,Chouy,2022,51.9
02193,Cierges,2017,49.1
02193,Cierges,2022,38.3
02194,Cilly,2017,38.7
02194,Cilly,2022,44.7
02195,Ciry-Salsogne,2017,53.9
02195,Ciry-Salsogne,2022,54.9
02196,Clacy-et-Thierret,2017,49.8
02196,Clacy-et-Thierret,2022,44.2
02197,Clairfontaine,2017,56.4
02197,Clairfontaine,2022,53
02198,Clamecy,2017,52.4
02198,Clamecy,2022,61.4
02199,Clastres,2017,56.3
02199,Clastres,2022,51
02200,Clermont-les-Fermes,2017,42
02200,Clermont-les-Fermes,2022,40.2
02201,Cœuvres-et-Valsery,2017,41.8
02201,Cœuvres-et-Valsery,2022,45.9
02203,Coincy,2017,47
02203,Coincy,2022,52.4
02204,Coingt,2017,40
02204,Coingt,2022,41.3
02205,Colligis-Crandelain,2017,44.7
02205,Colligis-Crandelain,2022,45.6
02206,Colonfay,2017,37
02206,Colonfay,2022,39
02207,Commenchon,2017,45.9
02207,Commenchon,2022,52.9
02208,Concevreux,2017,42.2
02208,Concevreux,2022,40.9
02209,Condé-en-Brie,2017,49.7
02209,Condé-en-Brie,2022,50.9
02210,Condé-sur-Aisne,2017,57.7
02210,Condé-sur-Aisne,2022,54.4
02211,Condé-sur-Suippe,2017,55.7
02211,Condé-sur-Suippe,2022,42.8
02212,Condren,2017,56.2
02212,Condren,2022,50.8
02213,Connigis,2017,53.4
02213,Connigis,2022,55.5
02214,Contescourt,2017,47.5
02214,Contescourt,2022,42.5
02215,Corbeny,2017,50.2
02215,Corbeny,2022,49
02216,Corcy,2017,45.3
02216,Corcy,2022,46.8
02217,Coucy-le-Château-Auffrique,2017,54.5
02217,Coucy-le-Château-Auffrique,2022,47
02218,Coucy-lès-Eppes,2017,46.4
02218,Coucy-lès-Eppes,2022,51
02219,Coucy-la-Ville,2017,41
02219,Coucy-la-Ville,2022,50.8
02220,Coulonges-Cohan,2017,48.9
02220,Coulonges-Cohan,2022,53
02221,Coupru,2017,56.3
02221,Coupru,2022,57.4
02222,Courbes,2017,30.8
02222,Courbes,2022,44.8
02223,Courboin,2017,53.8
02223,Courboin,2022,52.9
02224,Courcelles-sur-Vesle,2017,51.7
02224,Courcelles-sur-Vesle,2022,52.4
02225,Courchamps,2017,42.5
02225,Courchamps,2022,29.3
02226,Courmelles,2017,54.3
02226,Courmelles,2022,54.1
02227,Courmont,2017,36.5
02227,Courmont,2022,44.4
02228,Courtemont-Varennes,2017,45.9
02228,Courtemont-Varennes,2022,48.1
02229,Courtrizy-et-Fussigny,2017,41.8
02229,Courtrizy-et-Fussigny,2022,31.7
02230,Couvrelles,2017,51.4
02230,Couvrelles,2022,43.6
02231,Couvron-et-Aumencourt,2017,45.4
02231,Couvron-et-Aumencourt,2022,43.5
02232,Coyolles,2017,45.7
02232,Coyolles,2022,44.4
02233,Cramaille,2017,44
02233,Cramaille,2022,41.7
02234,Craonne,2017,24.1
02234,Craonne,2022,39.8
02235,Craonnelle,2017,58.4
02235,Craonnelle,2022,54.8
02236,Crécy-au-Mont,2017,58.7
02236,Crécy-au-Mont,2022,61.6
02237,Crécy-sur-Serre,2017,55.7
02237,Crécy-sur-Serre,2022,54
02238,Crépy,2017,46.8
02238,Crépy,2022,53.2
02239,Crézancy,2017,54.6
02239,Crézancy,2022,56.8
02240,Croix-Fonsomme,2017,42.7
02240,Croix-Fonsomme,2022,45.1
02241,La Croix-sur-Ourcq,2017,38
02241,La Croix-sur-Ourcq,2022,28.9
02242,Crouttes-sur-Marne,2017,46.2
02242,Crouttes-sur-Marne,2022,50.1
02243,Crouy,2017,54.3
02243,Crouy,2022,59.4
02244,Crupilly,2017,44.2
02244,Crupilly,2022,48.9
02245,Cuffies,2017,46.2
02245,Cuffies,2022,50.8
02246,Cugny,2017,48.4
02246,Cugny,2022,45.6
02248,Cuirieux,2017,32.7
02248,Cuirieux,2022,37.9
02249,Cuiry-Housse,2017,31.2
02249,Cuiry-Housse,2022,38.2
02250,Cuiry-lès-Chaudardes,2017,46.6
02250,Cuiry-lès-Chaudardes,2022,40.4
02251,Cuiry-lès-Iviers,2017,43.8
02251,Cuiry-lès-Iviers,2022,39.4
02252,Cuissy-et-Geny,2017,42.6
02252,Cuissy-et-Geny,2022,28.8
02253,Cuisy-en-Almont,2017,53.9
02253,Cuisy-en-Almont,2022,55.1
02254,Cutry,2017,33
02254,Cutry,2022,31.5
02255,Cys-la-Commune,2017,50
02255,Cys-la-Commune,2022,54.6
02256,Dagny-Lambercy,2017,44.8
02256,Dagny-Lambercy,2022,42.9
02257,Dallon,2017,48.3
02257,Dallon,2022,42.6
02258,Dammard,2017,53.4
02258,Dammard,2022,48.7
02259,Dampleux,2017,41.9
02259,Dampleux,2022,43.6
02260,Danizy,2017,58.1
02260,Danizy,2022,55.2
02261,Dercy,2017,47.1
02261,Dercy,2022,47
02262,Deuillet,2017,56.7
02262,Deuillet,2022,59.9
02263,Dhuizel,2017,53.1
02263,Dhuizel,2022,47.6
02264,Dizy-le-Gros,2017,50.2
02264,Dizy-le-Gros,2022,53.2
02265,Dohis,2017,50
02265,Dohis,2022,51.5
02266,Dolignon,2017,38
02266,Dolignon,2022,44.7
02267,Dommiers,2017,55.1
02267,Dommiers,2022,48.6
02268,Domptin,2017,56.7
02268,Domptin,2022,59
02269,Dorengt,2017,46.3
02269,Dorengt,2022,37.9
02270,Douchy,2017,43.3
02270,Douchy,2022,48.2
02271,Dravegny,2017,47.5
02271,Dravegny,2022,44.8
02272,Droizy,2017,28.2
02272,Droizy,2022,43.7
02273,Dury,2017,40.2
02273,Dury,2022,44.6
02274,Ébouleau,2017,52.8
02274,Ébouleau,2022,48.6
02275,Effry,2017,55.2
02275,Effry,2022,58.8
02276,Englancourt,2017,38.2
02276,Englancourt,2022,31.8
02277,Épagny,2017,57.5
02277,Épagny,2022,51.6
02278,Éparcy,2017,34.7
02278,Éparcy,2022,44.2
02279,Épaux-Bézu,2017,43.5
02279,Épaux-Bézu,2022,45.5
02280,Épieds,2017,51.1
02280,Épieds,2022,57.6
02281,L'Épine-aux-Bois,2017,48
02281,L'Épine-aux-Bois,2022,52
02282,Eppes,2017,45.2
02282,Eppes,2022,47.9
02283,Erlon,2017,51.8
02283,Erlon,2022,59.8
02284,Erloy,2017,49.3
02284,Erloy,2022,46.3
02286,Esquéhéries,2017,56.1
02286,Esquéhéries,2022,54.4
02287,Essigny-le-Grand,2017,48.6
02287,Essigny-le-Grand,2022,47.7
02288,Essigny-le-Petit,2017,51.1
02288,Essigny-le-Petit,2022,54
02289,Essises,2017,46.2
02289,Essises,2022,55.2
02290,Essômes-sur-Marne,2017,50.4
02290,Essômes-sur-Marne,2022,53.6
02291,Estrées,2017,53.2
02291,Estrées,2022,46.5
02292,Étampes-sur-Marne,2017,49.2
02292,Étampes-sur-Marne,2022,52.1
02293,Étaves-et-Bocquiaux,2017,48.4
02293,Étaves-et-Bocquiaux,2022,49.4
02294,Étouvelles,2017,42.5
02294,Étouvelles,2022,49.4
02295,Étréaupont,2017,47.7
02295,Étréaupont,2022,56.8
02296,Étreillers,2017,54.8
02296,Étreillers,2022,52.3
02297,Étrépilly,2017,46.7
02297,Étrépilly,2022,43.9
02298,Étreux,2017,59.6
02298,Étreux,2022,60.1
02299,Évergnicourt,2017,48.7
02299,Évergnicourt,2022,51.3
02302,Faverolles,2017,53.9
02302,Faverolles,2022,51.7
02303,Fayet,2017,46.3
02303,Fayet,2022,42.9
02304,La Fère,2017,64.9
02304,La Fère,2022,64.6
02305,Fère-en-Tardenois,2017,50.9
02305,Fère-en-Tardenois,2022,53.5
02306,La Ferté-Chevresis,2017,56.4
02306,La Ferté-Chevresis,2022,62.2
02307,La Ferté-Milon,2017,58.7
02307,La Ferté-Milon,2022,59.3
02308,Fesmy-le-Sart,2017,55.8
02308,Fesmy-le-Sart,2022,52.8
02309,Festieux,2017,56.4
02309,Festieux,2022,58.4
02310,Fieulaine,2017,46.9
02310,Fieulaine,2022,41.9
02311,Filain,2017,52.9
02311,Filain,2022,53.2
02312,La Flamengrie,2017,60.3
02312,La Flamengrie,2022,62.8
02313,Flavigny-le-Grand-et-Beaurain,2017,50.9
02313,Flavigny-le-Grand-et-Beaurain,2022,54.6
02315,Flavy-le-Martel,2017,52.7
02315,Flavy-le-Martel,2022,49.7
02316,Fleury,2017,42
02316,Fleury,2022,37.2
02317,Fluquières,2017,41
02317,Fluquières,2022,39.1
02318,Folembray,2017,56.8
02318,Folembray,2022,60.6
02319,Fonsomme,2017,55.4
02319,Fonsomme,2022,51.3
02320,Fontaine-lès-Clercs,2017,46.6
02320,Fontaine-lès-Clercs,2022,49.5
02321,Fontaine-lès-Vervins,2017,42.3
02321,Fontaine-lès-Vervins,2022,54.6
02322,Fontaine-Notre-Dame,2017,43.2
02322,Fontaine-Notre-Dame,2022,40.3
02323,Fontaine-Uterte,2017,40.4
02323,Fontaine-Uterte,2022,46.5
02324,Fontenelle,2017,56.4
02324,Fontenelle,2022,53
02326,Fontenoy,2017,46.4
02326,Fontenoy,2022,46.5
02327,Foreste,2017,46.6
02327,Foreste,2022,41.2
02328,Fossoy,2017,49.8
02328,Fossoy,2022,48.8
02329,Fourdrain,2017,49
02329,Fourdrain,2022,47.1
02330,Francilly-Selency,2017,39.4
02330,Francilly-Selency,2022,48.8
02331,Franqueville,2017,33
02331,Franqueville,2022,42.9
02332,Fresnes-en-Tardenois,2017,47.8
02332,Fresnes-en-Tardenois,2022,49.7
02333,Fresnes-sous-Coucy,2017,53.3
02333,Fresnes-sous-Coucy,2022,55.4
02334,Fresnoy-le-Grand,2017,55
02334,Fresnoy-le-Grand,2022,59.3
02335,Fressancourt,2017,48.8
02335,Fressancourt,2022,40.3
02336,Frières-Faillouël,2017,62.5
02336,Frières-Faillouël,2022,58.6
02337,Froidestrées,2017,53.4
02337,Froidestrées,2022,48.8
02338,Froidmont-Cohartille,2017,50.3
02338,Froidmont-Cohartille,2022,50.3
02339,Gandelu,2017,60.1
02339,Gandelu,2022,62.7
02340,Gauchy,2017,56.7
02340,Gauchy,2022,55.3
02341,Gercy,2017,51.5
02341,Gercy,2022,49.3
02342,Gergny,2017,46.8
02342,Gergny,2022,50
02343,Germaine,2017,32.3
02343,Germaine,2022,28.6
02345,Gibercourt,2017,29
02345,Gibercourt,2022,37
02346,Gizy,2017,49.7
02346,Gizy,2022,46
02347,Gland,2017,46.3
02347,Gland,2022,56
02349,Goudelancourt-lès-Berrieux,2017,18.9
02349,Goudelancourt-lès-Berrieux,2022,41.5
02350,Goudelancourt-lès-Pierrepont,2017,41.2
02350,Goudelancourt-lès-Pierrepont,2022,41.2
02351,Goussancourt,2017,40.4
02351,Goussancourt,2022,36.7
02352,Gouy,2017,53.8
02352,Gouy,2022,62.1
02353,Grandlup-et-Fay,2017,40.3
02353,Grandlup-et-Fay,2022,31.3
02354,Grandrieux,2017,48.5
02354,Grandrieux,2022,45.9
02355,Gricourt,2017,47.1
02355,Gricourt,2022,50.3
02356,Grisolles,2017,56.9
02356,Grisolles,2022,46.2
02357,Gronard,2017,39.7
02357,Gronard,2022,28.3
02358,Grougis,2017,57.7
02358,Grougis,2022,54.4
02359,Grugies,2017,55.1
02359,Grugies,2022,55.9
02360,Villeneuve-sur-Aisne,2017,51.8
02360,Villeneuve-sur-Aisne,2022,51
02361,Guise,2017,52.3
02361,Guise,2022,58.7
02362,Guivry,2017,48.4
02362,Guivry,2022,47.3
02363,Guny,2017,59.4
02363,Guny,2022,53.3
02364,Guyencourt,2017,40.9
02364,Guyencourt,2022,45.9
02366,Hannapes,2017,58.1
02366,Hannapes,2022,64.3
02367,Happencourt,2017,45.7
02367,Happencourt,2022,47.2
02368,Haramont,2017,43.9
02368,Haramont,2022,44
02369,Harcigny,2017,37.4
02369,Harcigny,2022,44
02370,Hargicourt,2017,52.8
02370,Hargicourt,2022,49.9
02371,Harly,2017,47.1
02371,Harly,2022,50.4
02372,Hartennes-et-Taux,2017,38.8
02372,Hartennes-et-Taux,2022,52.4
02373,Hary,2017,39.2
02373,Hary,2022,50
02374,Lehaucourt,2017,52.9
02374,Lehaucourt,2022,47.3
02375,Hautevesnes,2017,44.6
02375,Hautevesnes,2022,50.4
02376,Hauteville,2017,55.5
02376,Hauteville,2022,50.4
02377,Haution,2017,37
02377,Haution,2022,39.1
02378,La Hérie,2017,54.5
02378,La Hérie,2022,44.8
02379,Le Hérie-la-Viéville,2017,37.2
02379,Le Hérie-la-Viéville,2022,46.1
02380,Hinacourt,2017,40.5
02380,Hinacourt,2022,43.8
02381,Hirson,2017,61.3
02381,Hirson,2022,63
02382,Holnon,2017,49.6
02382,Holnon,2022,44.5
02383,Homblières,2017,50.7
02383,Homblières,2022,48.1
02384,Houry,2017,48.9
02384,Houry,2022,50
02385,Housset,2017,48.1
02385,Housset,2022,54.4
02386,Iron,2017,43.9
02386,Iron,2022,50.6
02387,Itancourt,2017,34.5
02387,Itancourt,2022,37.7
02388,Iviers,2017,54.7
02388,Iviers,2022,57.9
02389,Jaulgonne,2017,47
02389,Jaulgonne,2022,53.6
02390,Jeancourt,2017,49.5
02390,Jeancourt,2022,60.8
02391,Jeantes,2017,55.9
02391,Jeantes,2022,53.7
02392,Joncourt,2017,43.3
02392,Joncourt,2022,50.5
02393,Jouaignes,2017,49.5
02393,Jouaignes,2022,47.8
02395,Jumencourt,2017,55.2
